pairid	sentid	comparison	sentence	source
3	1	expected	"He sido la niña con la falda levantada la desaptada que
corre sin rimel en las pestañas ahora veo al mundo como
una tienda de dulces con una sonrisa de
cigarrillo,diciendo cosas que no puedes ignorar como ""
Mami te amo
Papi te odio
Hermano te necesito
Mi amor
pudrete"" Puedo ver todo con mi tercer ojo como el cielo
azul.
Coro:
Si dios es un DJ la vida es una pista de baile el amor
es el ritmo tu eres la musica si dios es un DJ la vida
es una pista de baile recibes lo que has dado todo
depende de como lo uses.
He sido una niña con el dedo medio levantado los
rumores no me afectan,la verdad:no me importa asi que
abre la boca y saca la lengua debes desprenderte, no
puedes deshacer lo que has hecho encuentra un nuevo
estilo de vida algo nuevo por que sonreir busca el
Nivarna bajo las luces monedas y sueños de sexo me
susurras no ay porque llorar.
Coro:
Tomas lo que conseguiste y consigue lo que das te
dijo que no huyas de ti, esa no es una forma de vivir
tengo un disco en mi bolsa para que lo gires levanta
las manos para que la vida comiense.
Si dios es un DJ la vida es una pista de baile ve ala
pista de baile.
Coro:
Si dios es un DJ la vida es una pista de baile el amor
es el ritmo tu eres la musica si dios es un DJ la vida
es una pista de baile recibes lo que has dado todo
depende de como lo uses.
Tomas lo que conseguiste y consigue lo que das te
dijo que no huyas de ti, esa no es una forma de vivir
tengo un disco en mi bolsa para que lo gires levanta
las manos para que la vida comiense.
Si dios es un DJ la vida es una pista de baile el amor
es el ritmo tu eres la musica si dios es un DJ la vida
es una pista de baile recibes lo que has dado todo
depende de como lo uses.
Si dios es un DJ la vida es una pista de baile el amor
es el ritmo tu eres la musica si dios es un DJ la vida
es una pista de baile recibes lo que has dado todo
depende de como lo uses."	es
2	1	expected	"Sorrir chorando
nesse mundo tão estranho de viver
é assim pra mim será que é pra você
em um segundo estou rindo
depois lembro do que passou
está frio e eu não quero mais sorrir
de pensar que eu um dia te deixei partir
Eu não vou ficar aqui parado
sempre olhando para o céu
Imaginando o seu rosto
te desenhando em um papel
eu vou tentar seguir todos meus sonhos
e sei que lá posso te encontrar
vamos viver bem as nossas vidas
vamos rir pra nunca mais ter que chorar
vamos rir pra nunca mais ter que chorar
Sorrir chorando
É o contraste de viver
às vezes estamos rindo sem ao menos saber o porquê
nao penso, não falo, o que vem em mim
o medo que sinto pode te fazer chorar
mas um dia te fará sorrir
Está frio e eu não quero mais sorrir
de pensar que eu um dia te deixei partir
Eu não vou ficar aqui parado
sempre olhando para o céu
Imaginando o seu rosto
te desenhando em um papel
eu vou tentar seguir todos meus sonhos
e sei que la posso te encontrar
vamos viver bem as nossas vidas
vamos rir pra nunca mais ter que chorar
Eu não pensei, que tudo fosse ser assim
Descubro em seus olhos um lugar sem fim
Me desculpe por te magoar
Me desculpe por te fazer sonhar
Eu só queria ser feliz
Eu não vou ficar aqui parado
sempre olhando para o céu
Imaginando o seu rosto
te desenhando em um papel
eu vou tentar seguir todos meus sonhos e sei que lá eu posso te encontrar
vamos viver bem as nossas vidas
vamos rir pra nunca mais ter que chorar
vamos rir pra nunca mais ter que chorar
Eu não pensei que tudo fosse ser assim
Descubro em seus olhos um lugar sem fim
Só pra você e pra mim.
By: Amanda Correia '"	pt
3	1	expected	"Llegas
Como la tempestad
Vuelan tus ropas
Rompes mi camisa
Vas directa a mí
Casi obsesiva
No disimulas
Que me necesitas
Luego la danza del amor
El rito eterno
Quejas y caricias
El sudor, tu y yo
Y todo gira
Ya no me hablas
Ya no me miras
Pero a mí me llega la calma
Y a tí te llega la vida
No me pidas mas
Déjame soñar un rato
No me pidas mas
Aunque se que sigues temblando
No me pidas mas
Déjame gozar este descanso
Llegas
Pensando sólo en tí
Cuando tú quieras
O me necesitas (o lo necesitas)
Pero Sabes Qué
No puedo amarte así
Estás muy tensa
Vas muy deprisa
Por eso no estamos juntos
Cuando se desborda la vida
No me pidas mas
Dejame soñar un rato
No me pidas mas
Aunque se que sigues temblando
Luego volveré
Déjame gozar este descanso
......
Callados
No me pidas mas
Deja ya de acariciarme
No me pidas mas
Sabes bien que voy amarte
Cálmate mujer
Amame pero ámame despacio
Amiga, no me pidas mas
Déjame soñar un rato
No me pidas mas
Aunque se que sigues temblando
Cálmate mujer
Amame pero ámame despacio"	es
1	1	expected	"Everybody's got something hiding in the back of their mind
Everybody's got something up their sleeve, yeah
Everybody's got tangled wired tight as they can wind
And all of them trying to strangle me, yeah
I'm smelling a conspiracy
Telling lies about me constantly
They follow me, I see them there, don't they know
That feeds my paranoiac personality
Everybody's got vicious rumors dripping off of their tongue
Everybody can't wait to see me run, yeah
Everybody's got loaded stories, and I know for a fact
Everybody sees the bulls-eye on my back, yeah
I'm smelling a conspiracy
Telling lies about me constantly
They're stalking me, I see you there
Don't you know, that feeds my paranoiac personality
I'm smelling a conspiracy
They're telling lies about me constantly
They point at me, they stop and star, don't they know
They feed my paranoiac personality
My personoiac paranality
Paranoiac personality"	en
1	1	expected	"If God had a name, what would it be
And would you call it to his face
If you were faced with him in all his glory
What would you ask if you had just one question
And yeah yeah God is great yeah yeah God is good
yeah yeah yeah yeah yeah
What if God was one of us
Just a slob like one of us
Just a stranger on the bus
Trying to make his way home
If God had a face what would it look like
And would you want to see
If seeing meant that you would have to believe
In things like heaven and in jesus and the saints and all the prophets
And yeah yeah god is great yeah yeah god is good
yeah yeah yeah yeah yeah
What if God was one of us
Just a slob like one of us
Just a stranger on the bus
Trying to make his way home
He's trying to make his way home
Back up to heaven all alone
Nobody calling on the phone
Except for the pope maybe in rome
And yeah yeah God is great yeah yeah God is good
yeah yeah yeah yeah yeah
What if god was one of us
Just a slob like one of us
Just a stranger on the bus
Trying to make his way home
Just trying to make his way home
Like a holy rolling stone
Back up to heaven all alone
Just trying to make his way home
Nobody calling on the phone
Except for the pope maybe in rome"	en
1	1	expected	"I'm condemned to the long endless night
And I live in the absense of light
And my shadow has a life of its own
Watching you while you sleep all alone
When the night is all cool, skin and bones
And you lie wrapped in sheets on your own
There's a ring on your dead telephone
Don't be scared when there's nobody home
Like a spider web kiss on your face
That familiar smell just a trace
That's my scent that I left on your lace
So you're never alone
No, you're never alone
I'm condemned to the long endless night
And I live in the absense of light"	en
2	1	expected	"Tenho uma história pra contar
Das coisas que eu vi
Os desertos escaldantes
O paraíso é logo ali
As guerras que lutei
As batalhas que venci
O ouro que eu roubei
O amor que eu perdi
Os homens que eu sou
Sem lógica ou razão
Em cada gesto meu
Cem anos sem perdão
Não pergunte quem eu sou
Eu sou você, a sua voz
O herói, o covarde
O inimigo dentro de nós
As marcas do meu corpo
A morte eu vi de frente
No fundo do olhar
O bem, o mal e o indiferente
O mundo é todo meu
Por isso é assim
Renasço a cada dia
A estrada é longa e não tem fim
Eu trago em minhas costas
As montanhas que eu movi
O acaso me empurrou
Até chegar aqui
Não pergunte quem eu sou
Eu sou você, a sua voz
O herói, o covarde
O inimigo dentro de nós
Não pergunte quem eu sou
Eu sou você, a sua voz
O herói, o covarde
O inimigo dentro de nós
Não pergunte quem eu sou
Eu sou você, a sua voz
O herói, o covarde
O inimigo dentro de nós"	pt
2	1	expected	"Ele acende uma vela pra deus e outra pro diabo
Tem carreira, canudo, gilete, espelho perfume, nariz
Mas vende água benta
Diz que é amigo de rico, amigo de pobre
Diz que é meu amigo mas diz também que é amigo seu
Mas só se apresenta
Em ano de seleção
Temos craque por todo o país
Temos padre, pastor e terreiro
Samba mulata e bicheiro
O brasil é o país da mistura
Deputado que é agricultor
Senador que é empreiteiro
Vamos todos pular carnaval
E viva a bandeira brasileira
Mas eu não sei de nada, de nada, de nada
Eu não sei de nada, viva a bandeira brasileira
Mas eu não sei de nada, de nada, de nada
Eu não sei de nada, viva a bandeira brasileira
Viva a bandeira brasileira
Viva a bandeira brasileira
Viva a bandeira brasileira
Viva a bandeira brasileira
Ele acende uma vela pra deus e outra pro diabo
Tem carreira, canudo, gilete, espelho perfume, nariz
Mas vende água benta
Diz que é amigo de rico, amigo de pobre
Diz que é meu amigo mas diz também que é amigo seu
Mas só se apresenta
Em ano de seleção
Temos craque por todo o país
Temos padre, pastor e terreiro
Samba mulata e bicheiro
O brasil é o país da mistura
Deputado que é agricultor
Senador que é empreiteiro
Vamos todos pular carnaval
E viva a bandeira brasileira
Mas eu não sei de nada, de nada, de nada
Eu não sei de nada, viva a bandeira brasileira
Mas eu não sei de nada, de nada, de nada
Eu não sei de nada, viva a bandeira brasileira
Viva a bandeira brasileira
Viva a bandeira brasileira
Viva a bandeira brasileira
Viva a bandeira brasileira
A-e-i-o-u, ipsilone, ipsilone"	pt
1	1	expected	"I want you to know that I'm happy for you
I wish nothing but the best for you both
An older version of me
Is she perverted like me
Would she go down on you in of theater?
Does she speak eloquently
And would she have your baby
I'm sure she'd make a really excellent mother
Cause the love that you gave that we made
Wasn't able to make it enough for you to be open wide, no
And every time you speak her name
Does she know how you told me you'd hold me
Until you died, 'til you died
But you're still alive
And I'm here to remind you
Of the mess you left when you went away
It's not fair to deny me
Of the cross I bear that you gave to me
You, you, you oughta know
You seem very well, things look peaceful
I'm not quite as well, I thought you should know
Did you forget about me Mr
Duplicity
I hate to bug you in the middle of dinner
It was a slap in the face how quickly I was replaced
And are you thinking of me when you fuck her
Cause the love that you gave that we made
Wasn't able to make it enough for you to be open wide, no
And every time you speak her name
Does she know how you told me you'd hold me
Until you died, 'til you died
But you're still alive
And I'm here to remind you
Of the mess you left when you went away
It's not fair to deny me
Of the cross I bear that you gave to me
You, you, you oughta know
Cause the joke that you laid in the bed that was me
And i'm not going to fade
As soon as you close your eyes and you know it
And everytime I scratch my nails down someone else's back
I hope you feel it ..
well can you feel it?
And I'm here to remind you
Of the mess you left when you went away
It's not fair to deny me
Of the cross I bear that you gave to me
You, you, you oughta know"	en
3	1	expected	"Ven te cuento
De una vez
Tu descanso está en la cama
De mis pies
Ven te cuento
Un, dos, tres
Mis pasitos son descalzos
Sin estrés
Dime si hay
Otro lugar
Para dejar
Mi corazón
Ay
Tienes razón
Mejor por qué no
Nos vamos los dos
Si tu quieres nos bañamos
Si tu quieres nos soplamos
Pa' secarnos lo mojao'
Si tu boca quiere beso
Y tu cuerpo quiere de eso
Arreglamos
Si tu quieres un atajo
y lo quieres por abajo
yo te llevo bien callao'
Vente pa' ca
Vente pa' ca
Vente pa' ca
Enamorados
Que calor
Nos comimos
Boca a boca
En el sillón
Fué por hambre
Fué por sed
Me bebiste a fondo blanco
Con tu piel
Dime si hay
Otro lugar
Para dejar
Mi corazón
Ay
Tienes razón
Mejor porqué no
Nos vamos los dos
Si tu quieres nos bañamos
Si tu quieres nos soplamos
Pa' secarnos lo mojao'
Si tu boca quiere beso
Y tu cuerpo quiere de eso
Arreglamos
Si tu quieres un atajo
y lo quieres por abajo
yo te llevo bien callao'
Vente pa' ca
Vente pa' ca
Vente pa' ca
[Maluma]
Como me baila, me seduce
Cuando le apagan las luces
Ella se luce y yo se lo hago otra vez
Llevo tanto tiempo mirando reacciona
Dime que estás esperando baby no hay demora
Pegate a mí
Pegate a mí
No dejes que pasen las horas
Tu body me arrebata
Tu sonrisa me atrapa
Quiero tenerte siempre
Y no dejarte sola
Esta historia no se acaba
Nos vamos pa' mi cama
Esta noche tú te enamoras
Dime de una vez
Si es que al lado tuyo yo estaré
Todo lo que pidas te daré
Esta noche tu te enamoras
Si tu quieres nos bañamos
Si tu quieres nos soplamos
Pa' secarnos lo mojao'
Si tu boca quiere beso
Y tu cuerpo quiere de eso
Arreglamos
Si tu quieres un atajo
y lo quieres por abajo
yo te llevo bien callao'
Vente pa' ca
Vente pa' ca
Vente pa' ca"	es
2	1	expected	"Janaina acorda todo dia às quatro e meia
E já na hora de ir pra cama, Janaina pensa
Que o dia não passou
Que nada aconteceu
Janaina é passageira
Passa as horas do seu dia em trens lotados
Filas de supermercados, bancos e repartições
Que repartem sua vida

Mas ela diz
Que apesar de tudo ela tem sonhos
Ela diz
Que um dia a gente há de ser feliz
Ela diz
Que apesar de tudo ela tem sonhos
Ela diz
Que um dia a gente há de ser feliz
Se Deus quiser.....
Janaina é beleza de gestos, abraços,
Mãos, dedos, anéis e labios
Dentes e sorriso solto
Que escapam do seu rosto
Janaina é só lembrança de amores guardados
Hoje é apenas mais uma pessoa
Que tem medo do futuro- que aconteceu ? -
Se alimenta do passado
Mas ela diz
Que apesar de tudo ela tem sonhos
Mas ela diz
Que um dia a gente há de ser feliz
Diz
Que apesar de tudo ela tem sonhos
Ela diz
Que um dia a gente há de ser feliz
Se Deus quiser.....
Já não imagina
Quantos anos tem
Já na iminência
De outro aniversário
Janaina acorda todo dia às quatro e meia
Já na hora de ir pra cama, Janaina pensa
Que o dia não passou
Que nada aconteceu"	pt
2	1	expected	"Corrida pra vender cigarro
Cigarro pra vender remédio
Remédio pra curar a tosse
Tossir, cuspir, jogar pra fora
Corrida pra vender os carros
Pneu, cerveja e gasolina
Cabeça pra usar boné
E professar a fé de quem patrocina
Eles querem te vender, eles querem te comprar
Querem te matar, de rir ..
querem te fazer chorar
Quem são eles?
Quem eles pensam que são?
Quem são eles?
Quem eles pensam que são?
Quem são eles?
Quem são eles?
Corrida contra o relógio
Silicone contra a gravidade
Dedo no gatilho, velocidade
Quem mente antes diz a verdade
Satisfação garantida
Obsolescência programada
Eles ganham a corrida antes mesmo da largada
Eles querem te vender, eles querem te comprar
Querem te matar, de rir ..
querem te fazer chorar
Quem são eles?
Quem eles pensam que são?
Quem são eles?
Quem eles pensam que são?
Quem são eles?
Quem são eles?
Vender..
comprar..
vedar os olhos
Jogar a rede contra a parede
Querem te deixar com sede
Não querem te deixar pensar
Quem são eles?
Quem eles pensam que são?
Quem são eles?
Quem eles pensam que são?
Quem são eles?
Quem são eles?"	pt
1	1	expected	"Whoa oh prisoner
My pretty oh oh prisoner
A black ocean is the sky above
Tiny lights bob what star you from
Trapped in material plane
She wants to fly and they think she's insane
But she knows what she know
Give that girl wings and that's all she wrote
Twilight zone (2x)
I'm floating in the dark alone and
Is there any love out here let me know
A laser lights pinpoints the top of my dome
Then through my body
As if Scotty's beaming up a wayward soul
Mutant races in an ancient universe
Dark shadows humans rhymin' in a raggae verse
It's gone if you blink
I can see it as soon as you think it
Dancehalls crystal balls
On sidewalk malls
Psychic people outdoors reading palms
I believe that you know more
To survive the dimension if four
Oh prisoner
My pretty oh oh prisoner
Look at the way she's searching
Trapped in a world that's hurting
So bad it makes her cry
But I won't let her say good bye
Twilight zone (2x) }
I'm floating in the dark alone and } (2x)
Is there any love out here let me know }
No way (2x)."	en
